id,c
813,1
814,1
815,1
816,1
817,1
818,0
819,0
820,1
821,0
822,0
823,1
824,0
825,0
826,0
827,1
828,1
829,0
830,0
831,1
832,0
833,0
834,0
835,0
836,1
837,1
838,1
839,0
840,1
841,0
842,1
843,0
844,0
845,1
846,0
847,0
848,1
849,0
850,1
851,0
852,0
853,1
854,0
855,0
856,0
857,1
858,1
859,0
860,0
861,0
862,1
863,0
864,0
865,0
866,1
867,0
868,1
869,0
870,1
871,1
872,1
873,0
874,1
875,1
876,1
877,0
878,0
879,0
880,1
881,1
882,0
883,0
884,1
885,1
886,0
887,1
888,0
889,0
890,1
891,1
892,1
893,0
894,0
895,0
896,1
897,0
898,0
899,0
900,1
901,1
902,1
903,0
904,0
905,0
906,0
907,1
908,0
909,1
910,0
911,1
912,1
913,0
914,1
915,0
916,1
917,1
918,0
919,1
920,1
921,1
922,1
923,0
924,0
925,1
926,0
927,0
928,0
929,0
930,0
931,0
932,1
933,0
934,1
935,1
936,0
937,0
938,0
939,1
940,0
941,0
942,0
943,0
944,1
945,0
946,0
947,1
948,0
949,1
950,0
951,0
952,1
953,1
954,0
955,0
956,1
957,0
958,0
959,0
960,0
961,1
962,1
963,1
964,1
965,1
966,0
967,0
968,1
969,0
970,0
971,1
972,0
973,1
974,0
975,1
976,0
977,1
978,0
979,1
980,0
981,1
982,1
983,1
984,0
985,0
986,1
987,0
988,1
989,0
990,0
991,0
992,0
993,1
994,0
995,1
996,0
997,0
998,0
999,1
1000,1
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,1
1012,0
1013,1
1014,1
1015,0
1016,0
1017,1
1018,0
1019,0
1020,1
1021,0
1022,0
1023,1
1024,1
1025,0
1026,0
1027,0
1028,1
1029,0
1030,1
1031,1
1032,1
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,1
1044,0
1045,0
1046,1
1047,0
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,0
1055,1
1056,1
1057,1
1058,0
1059,1
1060,1
1061,1
1062,0
1063,0
1064,1
1065,0
1066,1
1067,0
1068,0
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,0
1077,0
1078,0
1079,1
1080,0
1081,1
1082,1
1083,1
1084,0
1085,1
1086,0
1087,1
1088,0
1089,1
1090,1
1091,0
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,0
1100,0
1101,1
1102,1
1103,0
1104,1
1105,0
1106,1
1107,0
1108,0
1109,1
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,1
1117,0
1118,1
1119,0
1120,1
1121,1
1122,1
1123,0
1124,1
1125,0
1126,0
1127,0
1128,0
1129,1
1130,1
1131,1
1132,1
1133,0
1134,1
1135,1
1136,1
1137,1
1138,0
1139,0
1140,1
1141,1
1142,1
1143,1
1144,1
1145,0
1146,0
1147,1
1148,0
1149,0
1150,0
1151,0
1152,1
1153,0
1154,1
1155,0
1156,1
1157,1
1158,0
1159,1
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,1
1168,0
1169,1
1170,0
1171,1
1172,1
1173,1
1174,0
1175,1
1176,0
1177,1
1178,0
1179,0
1180,1
1181,1
1182,1
1183,1
1184,1
1185,0
1186,0
1187,1
1188,1
1189,0
1190,1
1191,1
1192,1
1193,0
1194,0
1195,0
1196,1
1197,1
1198,1
1199,0
1200,0
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,0
1208,0
1209,1
1210,1
1211,1
1212,0
1213,0
1214,1
1215,0
1216,0
1217,1
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,1
1225,0
1226,0
1227,1
1228,0
1229,0
1230,1
1231,0
1232,1
1233,0
1234,1
1235,0
1236,0
1237,1
1238,1
1239,0
1240,1
1241,1
1242,0
1243,0
1244,1
1245,0
1246,0
1247,1
1248,1
1249,0
1250,1
1251,1
1252,0
1253,0
1254,1
1255,0
1256,0
1257,1
1258,1
1259,0
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,0
1269,1
1270,0
1271,1
1272,0
1273,1
1274,1
1275,0
1276,1
1277,1
1278,1
1279,0
1280,0
1281,1
1282,1
1283,1
1284,0
1285,1
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,1
1294,0
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,1
1308,0
1309,0
1310,0
1311,0
1312,0
1313,1
1314,1
1315,1
1316,1
1317,0
1318,1
1319,1
1320,1
1321,0
1322,0
1323,0
1324,1
1325,1
1326,1
1327,1
1328,0
1329,0
1330,0
1331,0
1332,0
1333,1
1334,1
1335,0
1336,0
1337,1
1338,1
1339,0
1340,1
1341,0
1342,0
1343,1
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,1
1358,0
1359,0
1360,0
1361,0
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,0
1369,0
1370,1
1371,0
1372,0
1373,0
1374,0
1375,1
1376,1
1377,0
1378,0
1379,1
1380,0
1381,1
1382,1
1383,1
1384,0
1385,1
1386,0
1387,1
1388,0
1389,1
1390,1
1391,1
1392,1
1393,0
1394,0
1395,0
1396,0
1397,0
1398,1
1399,0
1400,1
1401,1
1402,1
1403,1
1404,0
1405,0
1406,1
1407,1
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,1
1416,1
1417,0
1418,1
1419,1
1420,0
1421,0
1422,0
1423,0
1424,1
1425,0
1426,0
1427,1
1428,0
1429,0
1430,1
1431,0
1432,1
1433,0
1434,0
1435,0
1436,1
1437,0
1438,0
1439,0
1440,1
1441,0
1442,1
1443,0
1444,1
1445,1
1446,0
1447,1
1448,0
1449,0
1450,1
1451,1
1452,0
1453,1
1454,1
1455,0
1456,0
1457,1
1458,1
1459,1
1460,1
1461,1
1462,0
1463,0
1464,1
1465,0
1466,1
1467,1
1468,0
1469,0
1470,1
1471,0
1472,0
1473,1
1474,0
1475,1
1476,0
1477,0
1478,0
1479,1
1480,0
1481,1
1482,0
1483,0
1484,0
1485,1
1486,1
1487,1
1488,0
1489,0
1490,1
1491,0
1492,0
1493,1
1494,1
1495,1
1496,0
1497,1
1498,0
1499,0
1500,1
1501,0
1502,1
1503,1
1504,0
1505,1
1506,1
1507,1
1508,0
1509,0
1510,1
1511,0
1512,1
1513,0
1514,1
1515,1
1516,0
1517,0
1518,1
1519,0
1520,1
1521,0
1522,1
1523,1
1524,1
1525,0
1526,1
1527,1
1528,1
1529,1
1530,0
1531,0
1532,1
1533,0
1534,0
1535,1
1536,0
1537,1
1538,0
1539,0
1540,1
1541,1
1542,0
1543,1
1544,1
1545,0
1546,0
1547,0
1548,1
1549,0
1550,0
1551,0
1552,0
1553,1
1554,0
1555,1
1556,1
1557,0
1558,0
1559,0
1560,1
1561,0
1562,1
1563,1
1564,1
1565,1
1566,0
1567,1
1568,0
1569,0
1570,1
1571,0
1572,0
1573,0
1574,1
1575,0
1576,1
1577,0
1578,0
1579,0
1580,0
1581,1
1582,0
1583,1
1584,1
1585,0
1586,0
1587,0
1588,1
1589,0
1590,1
1591,0
1592,0
1593,1
1594,1
1595,1
1596,1
1597,1
1598,0
1599,0
1600,0
1601,1
1602,1
1603,0
1604,1
1605,0
1606,0
1607,0
1608,0
1609,1
1610,1
1611,1
1612,0
1613,1
1614,0
1615,0
1616,1
1617,1
1618,0
1619,1
1620,0
1621,1
1622,0
1623,0
1624,0
1625,1
1626,0
1627,0
1628,0
1629,0
1630,1
1631,1
1632,0
1633,1
1634,1
1635,1
1636,0
1637,1
1638,0
1639,1
1640,1
1641,1
1642,0
1643,0
1644,0
1645,0
1646,0
1647,1
1648,1
1649,1
1650,0
1651,1
1652,0
1653,0
1654,1
1655,0
1656,1
1657,1
1658,1
1659,1
1660,0
1661,1
1662,0
1663,1
1664,1
1665,0
1666,0
1667,0
1668,0
1669,1
1670,1
1671,0
1672,1
1673,1
1674,0
1675,1
1676,1
1677,0
1678,0
1679,1
1680,1
1681,1
1682,0
1683,1
1684,1
1685,0
1686,1
1687,0
1688,1
1689,0
1690,1
1691,1
1692,1
1693,1
1694,0
1695,0
1696,0
1697,1
1698,0
1699,0
1700,0
1701,1
1702,0
1703,1
1704,0
1705,0
1706,1
1707,1
1708,1
1709,0
1710,1
1711,0
1712,1
1713,1
1714,0
1715,1
1716,0
1717,0
1718,0
1719,1
1720,0
1721,1
1722,0
1723,0
1724,1
1725,0
1726,1
1727,0
1728,0
1729,1
1730,1
1731,0
1732,0
1733,1
1734,1
1735,0
1736,1
1737,0
1738,0
1739,0
1740,1
1741,1
1742,0
1743,0
1744,0
1745,0
1746,1
1747,0
1748,0
1749,0
1750,0
1751,1
1752,0
1753,0
1754,1
1755,1
1756,1
1757,0
1758,1
1759,1
1760,1
1761,0
1762,0
1763,1
1764,1
1765,0
1766,0
1767,1
1768,0
1769,1
1770,0
1771,1
1772,0
1773,0
1774,0
1775,0
1776,1
1777,0
1778,0
1779,0
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,0
1788,0
1789,0
1790,1
1791,1
1792,1
1793,1
1794,0
1795,0
1796,1
1797,0
1798,1
1799,1
1800,1
1801,0
1802,1
1803,1
1804,0
1805,0
1806,1
1807,0
1808,1
1809,1
1810,0
1811,0
1812,0
1813,0
1814,1
1815,0
1816,0
1817,1
1818,0
1819,0
1820,0
1821,1
1822,0
1823,1
1824,1
1825,1
1826,0
1827,0
1828,1
1829,0
1830,0
1831,1
1832,0
1833,1
1834,1
1835,0
1836,1
1837,0
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,0
1845,0
1846,0
1847,1
1848,0
1849,0
1850,0
1851,0
1852,1
1853,0
1854,0
1855,1
1856,0
1857,1
1858,1
1859,0
1860,0
1861,1
1862,0
1863,1
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,1
1872,1
1873,0
1874,0
1875,0
1876,1
1877,1
1878,1
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,1
1888,0
1889,1
1890,1
1891,0
1892,0
1893,1
1894,0
1895,1
1896,1
1897,0
1898,0
1899,1
1900,1
1901,1
1902,1
1903,0
1904,0
1905,1
1906,1
1907,0
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,0
1915,1
1916,0
1917,0
1918,1
1919,1
1920,1
1921,1
1922,0
1923,1
1924,0
1925,1
1926,0
1927,0
1928,0
1929,1
1930,0
1931,0
1932,1
1933,1
1934,0
1935,1
1936,1
1937,0
1938,1
1939,1
1940,0
1941,0
1942,1
1943,1
1944,1
1945,1
1946,1
1947,0
1948,1
1949,0
1950,1
1951,1
1952,0
1953,0
1954,0
1955,1
1956,0
1957,1
1958,1
1959,0
1960,1
1961,1
1962,1
1963,1
1964,1
1965,0
1966,1
1967,1
1968,1
1969,1
1970,1
1971,0
1972,0
1973,0
1974,1
1975,1
1976,1
1977,0
1978,1
1979,1
1980,1
1981,1
1982,0
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,0
1990,0
1991,1
1992,1
1993,0
1994,1
1995,1
1996,1
1997,0
1998,1
1999,1
2000,1
2001,1
2002,0
2003,1
2004,0
2005,1
2006,0
2007,1
2008,0
2009,1
2010,1
2011,0
2012,1
2013,1
2014,1
2015,1
2016,0
2017,0
2018,0
2019,0
2020,1
2021,1
2022,0
2023,1
2024,1
2025,1
2026,1
2027,0
2028,0
2029,0
2030,1
2031,1
2032,0
2033,1
2034,0
2035,1
2036,0
2037,1
2038,0
2039,1
2040,0
2041,0
2042,0
2043,0
2044,0
2045,1
2046,0
2047,0
2048,0
2049,0
2050,0
2051,1
2052,0
2053,0
2054,0
2055,1
2056,0
2057,1
2058,0
2059,1
2060,1
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,1
2068,1
2069,0
2070,0
2071,0
2072,1
2073,0
2074,1
2075,0
2076,1
2077,0
2078,1
2079,1
2080,0
2081,0
2082,1
2083,0
2084,0
2085,0
2086,0
2087,1
2088,0
2089,0
2090,1
2091,1
2092,0
2093,0
2094,0
2095,0
2096,1
2097,0
2098,1
2099,1
2100,0
2101,0
2102,1
2103,0
2104,0
2105,1
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,1
2114,0
2115,1
2116,1
2117,0
2118,0
2119,0
2120,0
2121,1
2122,0
2123,1
2124,1
2125,0
2126,0
2127,1
2128,1
2129,1
2130,0
2131,0
2132,0
2133,0
2134,1
2135,0
2136,1
2137,1
2138,0
2139,1
2140,1
2141,1
2142,0
2143,0
2144,0
2145,1
2146,0
2147,0
2148,1
2149,1
2150,1
2151,0
2152,1
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,0
2160,1
2161,0
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,1
2169,1
2170,0
2171,1
2172,1
2173,1
2174,0
2175,0
2176,0
2177,1
2178,1
2179,1
2180,1
2181,0
2182,0
2183,0
2184,0
2185,0
2186,1
2187,0
2188,1
2189,0
2190,0
2191,0
2192,0
2193,1
2194,0
2195,0
2196,1
2197,0
2198,1
2199,1
2200,1
2201,0
2202,1
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,1
2210,1
2211,1
2212,1
2213,1
2214,1
2215,0
2216,0
2217,0
2218,0
2219,1
2220,0
2221,1
2222,0
2223,1
2224,0
2225,0
2226,1
2227,1
2228,1
2229,1
2230,0
2231,1
2232,1
2233,1
2234,1
2235,1
2236,0
2237,1
2238,1
2239,1
2240,0
2241,0
2242,1
2243,1
2244,1
2245,0
2246,0
2247,1
2248,0
2249,0
2250,1
2251,1
2252,0
2253,1
2254,1
2255,0
2256,1
2257,0
2258,1
2259,0
2260,1
2261,0
2262,1
2263,1
2264,0
2265,0
2266,1
2267,1
2268,1
2269,0
2270,1
2271,1
2272,1
2273,1
2274,1
2275,0
2276,1
2277,0
2278,1
2279,1
2280,0
2281,1
2282,1
2283,1
2284,1
2285,1
2286,1
2287,0
2288,0
2289,1
2290,0
2291,1
2292,1
2293,1
2294,0
2295,0
2296,0
2297,1
2298,0
2299,0
2300,0
2301,0
2302,0
2303,1
2304,1
2305,1
2306,1
2307,1
2308,1
2309,1
2310,0
2311,0
2312,1
2313,0
2314,1
2315,0
2316,0
2317,1
2318,1
2319,0
2320,0
2321,0
2322,1
2323,0
2324,0
2325,1
2326,1
2327,0
2328,1
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,1
2336,0
2337,1
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,1
2346,1
2347,1
2348,1
2349,1
2350,0
2351,0
2352,1
2353,0
2354,0
2355,1
2356,0
2357,1
2358,0
2359,1
2360,1
2361,1
2362,1
2363,0
2364,0
2365,1
2366,1
2367,1
2368,0
2369,1
2370,1
2371,1
2372,0
2373,1
2374,1
2375,1
2376,1
2377,1
2378,1
2379,1
2380,0
2381,0
2382,1
2383,0
2384,0
2385,0
2386,0
2387,1
2388,0
2389,1
2390,0
2391,1
2392,1
2393,0
2394,0
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,0
2402,0
2403,0
2404,1
2405,0
2406,0
2407,0
2408,0
2409,1
2410,1
2411,0
2412,1
2413,1
2414,0
2415,1
2416,1
2417,1
2418,0
2419,0
2420,0
2421,1
2422,1
2423,1
2424,1
2425,0
2426,0
2427,0
2428,1
2429,1
2430,1
2431,0
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,0
2439,0
2440,1
2441,0
2442,1
2443,0
2444,1
2445,1
2446,0
2447,0
2448,0
2449,1
2450,0
2451,1
2452,1
2453,0
2454,1
2455,1
2456,0
2457,0
2458,0
2459,1
2460,0
2461,1
2462,1
2463,0
2464,1
2465,1
2466,1
2467,1
2468,1
2469,0
2470,1
2471,0
2472,0
2473,1
2474,0
2475,0
2476,0
2477,1
2478,0
2479,1
2480,0
2481,1
2482,0
2483,1
2484,0
2485,1
2486,1
2487,1
2488,1
2489,1
2490,0
2491,1
2492,0
2493,0
2494,1
2495,1
2496,1
2497,1
2498,0
2499,1
2500,0
2501,0
2502,1
2503,1
2504,0
2505,1
2506,0
2507,1
2508,0
2509,0
2510,1
2511,1
2512,1
2513,0
2514,1
2515,1
2516,1
2517,1
2518,0
2519,1
2520,0
2521,1
2522,0
2523,1
2524,1
2525,0
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,0
2535,0
2536,1
2537,0
2538,1
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,1
2547,0
2548,1
2549,1
2550,1
2551,0
2552,1
2553,1
2554,0
2555,0
2556,0
2557,1
2558,0
2559,1
2560,0
2561,0
2562,0
2563,1
2564,0
2565,0
2566,1
2567,0
2568,0
2569,0
2570,1
2571,1
2572,0
2573,1
2574,0
2575,0
2576,1
2577,0
2578,1
2579,1
2580,0
2581,1
2582,1
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,1
2592,1
2593,0
2594,0
2595,0
2596,1
2597,1
2598,1
2599,1
2600,0
2601,1
2602,1
2603,1
2604,0
2605,0
2606,0
2607,0
2608,1
2609,1
2610,0
2611,1
2612,0
2613,1
2614,0
2615,1
2616,1
2617,1
2618,1
2619,1
2620,0
2621,1
2622,1
2623,0
2624,1
2625,1
2626,1
2627,1
2628,0
2629,0
2630,1
2631,1
2632,1
2633,1
2634,0
2635,1
2636,0
2637,1
2638,0
2639,0
2640,0
2641,0
2642,0
2643,1
2644,0
2645,0
2646,1
2647,1
2648,0
2649,1
2650,0
2651,1
2652,1
2653,1
2654,1
2655,0
2656,0
2657,0
2658,0
2659,0
2660,1
2661,1
2662,0
2663,1
2664,0
2665,0
2666,1
2667,0
2668,1
2669,0
2670,0
2671,1
2672,1
2673,0
2674,0
2675,1
2676,1
2677,0
2678,0
2679,0
2680,1
2681,0
2682,1
2683,1
2684,1
2685,1
2686,0
2687,1
2688,0
2689,1
2690,1
2691,1
2692,0
2693,0
2694,0
2695,0
2696,1
2697,0
2698,0
2699,1
2700,0
2701,1
2702,0
2703,0
2704,0
2705,1
2706,1
2707,1
2708,1
2709,1
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,0
2718,0
2719,1
2720,1
2721,0
2722,0
2723,0
2724,0
2725,1
2726,1
2727,1
2728,1
2729,0
2730,1
2731,1
2732,0
2733,0
2734,1
2735,1
2736,1
2737,0
2738,1
2739,1
2740,1
2741,0
2742,1
2743,1
2744,1
2745,0
2746,0
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,0
2755,1
2756,1
2757,0
2758,1
2759,0
2760,1
2761,1
2762,0
2763,1
2764,0
2765,1
2766,0
2767,1
2768,1
2769,1
2770,0
2771,1
2772,1
2773,1
2774,1
2775,1
2776,0
2777,0
2778,0
2779,1
2780,1
2781,1
2782,0
2783,0
2784,0
2785,1
2786,1
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,1
2794,0
2795,1
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,1
2803,0
2804,1
2805,0
2806,0
2807,1
2808,0
2809,0
2810,1
2811,1
2812,1
2813,1
2814,0
2815,0
2816,1
2817,0
2818,0
2819,0
2820,0
2821,1
2822,1
2823,1
2824,1
2825,1
2826,1
2827,1
2828,0
2829,0
2830,1
2831,1
2832,1
2833,0
2834,1
2835,0
2836,0
2837,0
2838,1
2839,0
2840,0
2841,1
2842,0
2843,1
2844,0
2845,1
2846,1
2847,0
2848,0
2849,0
2850,0
2851,1
2852,0
2853,0
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,0
2862,1
2863,0
2864,1
2865,1
2866,1
2867,0
2868,0
2869,0
2870,1
2871,0
2872,1
2873,0
2874,1
2875,1
2876,0
2877,0
2878,1
2879,0
2880,0
2881,1
2882,1
2883,0
2884,0
2885,1
2886,0
2887,1
2888,0
2889,1
2890,0
2891,1
2892,0
2893,0
2894,0
2895,1
2896,0
2897,1
2898,0
2899,0
2900,0
2901,0
2902,1
2903,1
2904,0
2905,1
2906,0
2907,0
2908,1
2909,0
2910,1
2911,1
2912,0
2913,0
2914,1
2915,0
2916,0
2917,1
2918,0
2919,1
2920,0
2921,0
2922,1
2923,0
2924,0
2925,1
2926,0
2927,0
2928,0
2929,1
2930,1
2931,1
2932,0
2933,0
2934,1
2935,0
2936,1
2937,1
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,1
2945,1
2946,0
2947,0
2948,0
2949,1
2950,0
2951,0
2952,0
2953,0
2954,1
2955,1
2956,0
2957,1
2958,0
2959,1
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,1
2968,1
2969,1
2970,1
2971,0
2972,1
2973,1
2974,0
2975,1
2976,0
2977,1
2978,1
2979,0
2980,1
2981,1
2982,1
2983,0
2984,0
2985,0
2986,1
2987,0
2988,0
2989,1
2990,0
2991,1
2992,0
2993,1
2994,0
2995,1
2996,0
2997,0
